"","Hokkaido","Aomori","Iwate","Miyagi","Akita","Yamagata","Fukushima","Ibaraki","Tochigi","Gunma","Saitama","Chiba","Tokyo","Kanagawa","Niigata","Toyama","Ishikawa","Fukui","Yamanashi","Nagano","Gifu","Shizuoka","Aichi","Mie","Shiga","Kyoto","Osaka","Hyogo","Nara","Wakayama","Tottori","Shimane","Okayama","Hiroshima","Yamaguchi","Tokushima","Kagawa","Ehime","Kochi","Fukuoka","Saga","Nagasaki","Kumamoto","Oita","Miyazaki","Kagoshima","Okinawa"
"1",111.434782608696,151.934782608696,52.8913043478261,44.304347826087,121.630434782609,93.6739130434783,57.5869565217391,52.4130434782609,37.8260869565217,29.4782608695652,40.2608695652174,66.1739130434783,58,62.5869565217391,180.869565217391,262.760869565217,250.45652173913,284.130434782609,44.6304347826087,56.7173913043478,69.8260869565217,83.1739130434783,53.8260869565217,51.9782608695652,115.369565217391,55.695652173913,48.6521739130435,38.9130434782609,53.9782608695652,51.7826086956522,203.173913043478,157.304347826087,37.2826086956522,45.4130434782609,78.3695652173913,45.4347826086956,40.4347826086956,52.695652173913,61.2826086956522,72.7826086956522,55.695652173913,64.0652173913043,59.7173913043478,53.1086956521739,73.6521739130435,79.4347826086957,106.04347826087
"2",87.7826086956522,99.304347826087,46.1304347826087,31.3695652173913,95.0434782608696,60.304347826087,40.4347826086956,52.7826086956522,38.4565217391304,28.8260869565217,41.0652173913044,61.9782608695652,59.195652173913,67.6739130434783,111.673913043478,171.173913043478,159.652173913043,165.804347826087,48.4565217391304,46.8478260869565,77,112.608695652174,66.0652173913043,57.8913043478261,98.1086956521739,67.1739130434783,63.7826086956522,58.7391304347826,67.4130434782609,67.8260869565217,156,110.065217391304,48.3260869565217,63.9347826086956,82.9130434782609,58.2608695652174,48.3913043478261,65.4782608695652,112.326086956522,67.9782608695652,73.7391304347826,84.8913043478261,85,66.304347826087,98.5869565217391,112.239130434783,115.717391304348
"3",78.9565217391304,80.1086956521739,89.3695652173913,73.3478260869565,105.869565217391,71.9565217391304,72.7608695652174,97.0217391304348,83.6304347826087,50.9782608695652,82.9782608695652,104.782608695652,109.065217391304,136.565217391304,113.782608695652,165.239130434783,157.260869565217,165.5,83.1304347826087,59.0217391304348,136.217391304348,214.869565217391,116.978260869565,98.804347826087,118.239130434783,108.869565217391,106.804347826087,96.4782608695652,106.760869565217,99.5869565217391,143.173913043478,132.565217391304,77.9130434782609,113.978260869565,138.04347826087,86.3260869565217,76.8695652173913,101.217391304348,173.652173913043,97.2391304347826,113.847826086957,114.065217391304,116.760869565217,84.804347826087,141.652173913043,151.413043478261,126.760869565217
"4",52.6304347826087,67.4347826086957,87.2608695652174,93.195652173913,111.326086956522,64.4130434782609,84.3695652173913,120.282608695652,128.934782608696,76.5,105.195652173913,110.869565217391,136.391304347826,148.304347826087,98.2826086956522,138.04347826087,146.108695652174,136.673913043478,80.2608695652174,58.7826086956522,162.282608695652,222.869565217391,128.760869565217,124.5,114.304347826087,116.108695652174,100.065217391304,99.1521739130435,98.0869565217391,98.9130434782609,96.7173913043478,111.217391304348,83.3695652173913,141.152173913043,170.239130434783,102.369565217391,69.5652173913043,104.695652173913,223.391304347826,117.326086956522,158.978260869565,154.304347826087,142.826086956522,117.565217391304,194.521739130435,184.478260869565,178.913043478261
"5",59.2826086956522,78,106.521739130435,112.108695652174,125.978260869565,73.6304347826087,87.4782608695652,149,147.608695652174,102.673913043478,125.695652173913,125.478260869565,145.804347826087,159.108695652174,98.0652173913043,132.5,143.565217391304,145.130434782609,88,72.9130434782609,195.695652173913,214.717391304348,156.195652173913,164.847826086957,146.630434782609,150.630434782609,134.521739130435,133.065217391304,135.869565217391,135.869565217391,126.413043478261,138.717391304348,115.152173913043,179.652173913043,200.739130434783,137.413043478261,98.5217391304348,129.195652173913,286.717391304348,134.152173913043,184.652173913043,166.391304347826,168.260869565217,134.978260869565,220.978260869565,212.04347826087,244.45652173913
"6",66.195652173913,78.9782608695652,108.086956521739,147.086956521739,123,108.239130434783,115.152173913043,129.04347826087,156.869565217391,139.891304347826,133.065217391304,144.130434782609,157.695652173913,176.347826086957,125.152173913043,168.565217391304,165.282608695652,144.130434782609,106.978260869565,101.478260869565,214.065217391304,273.217391304348,183.847826086957,199.847826086957,172.847826086957,198.130434782609,188.347826086957,181.021739130435,185.260869565217,182.804347826087,142.673913043478,163.630434782609,170.326086956522,230.934782608696,296.413043478261,194.304347826087,154.413043478261,237.065217391304,357.652173913043,259.847826086957,324.021739130435,339.760869565217,443.891304347826,317.217391304348,519.739130434783,562.304347826087,293.217391304348
"7",102.065217391304,131.195652173913,194.347826086957,173.45652173913,190.45652173913,177.04347826087,169.04347826087,145.021739130435,226.826086956522,200.413043478261,144.239130434783,124.413043478261,150.369565217391,178,212.326086956522,243.739130434783,223.739130434783,227.239130434783,135.652173913043,128.95652173913,256,278.804347826087,196.869565217391,152.869565217391,213.717391304348,205.608695652174,154.565217391304,169.54347826087,154,158.630434782609,178.565217391304,225.695652173913,161.04347826087,244.195652173913,311.760869565217,169.260869565217,145.934782608696,203.304347826087,323.478260869565,283.521739130435,338.217391304348,263.239130434783,367,233.413043478261,302.521739130435,319.826086956522,186.608695652174
"8",127.021739130435,144.021739130435,184.978260869565,156.95652173913,177.521739130435,156.152173913043,154.130434782609,116.54347826087,205.108695652174,203.5,166.326086956522,120.369565217391,160.347826086957,138.413043478261,166.5,215.739130434783,176.065217391304,158.652173913043,140.391304347826,122.5,173.326086956522,212.130434782609,148.239130434783,151.45652173913,128.5,155.326086956522,113.478260869565,100.95652173913,131.152173913043,99.7826086956522,135.5,124.608695652174,92.8913043478261,121.04347826087,192.5,198.978260869565,112.369565217391,96.6304347826087,287.891304347826,204.54347826087,234.673913043478,205.239130434783,180.630434782609,154.086956521739,271.304347826087,201.717391304348,252.652173913043
"9",143.217391304348,140.869565217391,156.717391304348,183.934782608696,158.326086956522,128.760869565217,168.108695652174,176.086956521739,224.391304347826,211.217391304348,202.347826086957,204.369565217391,232.152173913043,245.391304347826,153.826086956522,238.260869565217,255.891304347826,232.760869565217,183.173913043478,134.195652173913,251.239130434783,289.04347826087,236.565217391304,286.695652173913,176,198.760869565217,164.5,173.108695652174,174.695652173913,199.369565217391,242.673913043478,206.347826086957,155.804347826087,177.326086956522,177.804347826087,299.391304347826,182.95652173913,164.282608695652,434.217391304348,168.239130434783,170.521739130435,177.521739130435,174.086956521739,263.695652173913,390.804347826087,228.45652173913,283.586956521739
"10",105.413043478261,127.130434782609,109.934782608696,137.152173913043,177.630434782609,100.195652173913,128.891304347826,177,165.347826086957,129.04347826087,181.152173913043,215.891304347826,224.152173913043,227.282608695652,163.869565217391,174.804347826087,180.717391304348,157.717391304348,145.739130434783,93.1521739130435,160.130434782609,241.565217391304,158.804347826087,181.934782608696,141.347826086957,144.782608695652,134.934782608696,118.739130434783,129.304347826087,162.695652173913,161.130434782609,136.95652173913,101.826086956522,119.195652173913,97.4782608695652,205.282608695652,126.673913043478,122,213,104.826086956522,102.130434782609,117.152173913043,96.3478260869565,163.239130434783,217.195652173913,115.391304347826,187.45652173913
